"","Name","Year","Gender","Count"
"227886","Charles",1979,"M",14828
"228728","Mary",1979,"M",65
"229332","Mary",1980,"F",11473
"229714","Michael",1980,"F",546
"229905","David",1980,"F",291
"229936","James",1980,"F",271
"229953","Robert",1980,"F",254
"229957","John",1980,"F",251
"230004","Joseph",1980,"F",217
"230005","William",1980,"F",216
"230203","Richard",1980,"F",121
"230221","Charles",1980,"F",116
"231192","Michael",1980,"M",68666
"231195","David",1980,"M",41913
"231196","James",1980,"M",39312
"231199","John",1980,"M",35263
"231200","Robert",1980,"M",34273
"231201","Joseph",1980,"M",30189
"231205","William",1980,"M",25659
"231217","Richard",1980,"M",16658
"231220","Charles",1980,"M",14957
"232121","Mary",1980,"M",52
"232679","Mary",1981,"F",11037
"233091","Michael",1981,"F",487
"233278","James",1981,"F",273
"233333","Robert",1981,"F",228
"233340","David",1981,"F",224
"233387","John",1981,"F",196
"233403","Joseph",1981,"F",185
"233432","William",1981,"F",171
"233582","Richard",1981,"F",115
"233620","Charles",1981,"F",102
"234531","Michael",1981,"M",68752
"234535","David",1981,"M",40643
"234537","James",1981,"M",38301
"234538","John",1981,"M",34877
"234539","Robert",1981,"M",34388
"234541","Joseph",1981,"M",30765
"234545","William",1981,"M",24796
"234557","Richard",1981,"M",16856
"234561","Charles",1981,"M",14429
"235408","Mary",1981,"M",67
"236031","Mary",1982,"F",10850
"236403","Michael",1982,"F",576
"236566","James",1982,"F",316
"236671","David",1982,"F",249
"236689","John",1982,"F",234
"236691","Robert",1982,"F",233
"236743","Joseph",1982,"F",195
"236775","William",1982,"F",178
"236898","Richard",1982,"F",132
"236919","Charles",1982,"F",124
"237897","Michael",1982,"M",68204
"237901","David",1982,"M",40441
"237902","James",1982,"M",38867
"237904","John",1982,"M",34683
"237905","Robert",1982,"M",34411
"237907","Joseph",1982,"M",31038
"237911","William",1982,"M",25594
"237923","Richard",1982,"M",16706
"237927","Charles",1982,"M",14303
"238761","Mary",1982,"M",73
"239398","Mary",1983,"F",9893
"239750","Michael",1983,"F",577
"239922","David",1983,"F",321
"239967","James",1983,"F",282
"239988","John",1983,"F",266
"240010","Robert",1983,"F",255
"240078","Joseph",1983,"F",211
"240122","William",1983,"F",186
"240273","Richard",1983,"F",127
"240284","Charles",1983,"F",121
"241280","Michael",1983,"M",67986
"241283","David",1983,"M",39192
"241285","James",1983,"M",36336
"241288","John",1983,"M",33142
"241289","Robert",1983,"M",32739
"241290","Joseph",1983,"M",30447
"241295","William",1983,"M",25379
"241306","Richard",1983,"M",15890
"241312","Charles",1983,"M",13209
"242188","Mary",1983,"M",57
"242792","Mary",1984,"F",9288
"243178","Michael",1984,"F",508
"243425","James",1984,"F",238
"243428","John",1984,"F",237
"243432","David",1984,"F",234
"243442","Robert",1984,"F",230
"243474","Joseph",1984,"F",211
"243577","William",1984,"F",158
"243703","Charles",1984,"F",112
"243721","Richard",1984,"F",106
"244651","Michael",1984,"M",67722
"244655","David",1984,"M",38471
"244657","James",1984,"M",35843
"244658","John",1984,"M",32591
"244659","Robert",1984,"M",31752
"244660","Joseph",1984,"M",30506
"244666","William",1984,"M",24898
"244677","Richard",1984,"M",15591
"244683","Charles",1984,"M",12939
"245562","Mary",1984,"M",56
"246168","Mary",1985,"F",9239
"246551","Michael",1985,"F",531
"246746","David",1985,"F",291
"246751","James",1985,"F",287
"246813","Robert",1985,"F",238
"246826","John",1985,"F",233
"246835","Joseph",1985,"F",227
"246921","William",1985,"F",183
"247077","Richard",1985,"F",116
"247108","Charles",1985,"F",106
"248059","Michael",1985,"M",64887
"248064","David",1985,"M",38502
"248065","James",1985,"M",35840
"248066","Robert",1985,"M",32078
"248067","John",1985,"M",31490
"248068","Joseph",1985,"M",30209
"248074","William",1985,"M",24603
"248086","Richard",1985,"M",15327
"248092","Charles",1985,"M",12890
"248947","Mary",1985,"M",67
"249594","Mary",1986,"F",8503
"249948","Michael",1986,"F",590
"250193","David",1986,"F",274
"250197","James",1986,"F",273
"250243","Robert",1986,"F",241
"250274","John",1986,"F",220
"250295","Joseph",1986,"F",208
"250379","William",1986,"F",165
"250484","Richard",1986,"F",122
"250610","Charles",1986,"F",85
"251498","Michael",1986,"M",64184
"251502","David",1986,"M",37133
"251504","James",1986,"M",34026
"251506","Robert",1986,"M",31332
"251507","John",1986,"M",30183
"251509","Joseph",1986,"M",28820
"251512","William",1986,"M",24320
"251526","Richard",1986,"M",15006
"251531","Charles",1986,"M",12619
"252462","Mary",1986,"M",47
"253031","Mary",1987,"F",8395
"253402","Michael",1987,"F",544
"253665","David",1987,"F",252
"253678","James",1987,"F",246
"253726","Robert",1987,"F",219
"253732","Joseph",1987,"F",217
"253766","John",1987,"F",197
"253816","William",1987,"F",169
"253962","Richard",1987,"F",111
"254074","Charles",1987,"F",82
"254943","Michael",1987,"M",63631
"254947","David",1987,"M",36776
"254950","James",1987,"M",32628
"254952","Robert",1987,"M",30232
"254953","John",1987,"M",29533
"254954","Joseph",1987,"M",28503
"254957","William",1987,"M",24197
"254972","Richard",1987,"M",14392
"254977","Charles",1987,"M",12164
"255828","Mary",1987,"M",69
"256481","Mary",1988,"F",8508
"256911","Michael",1988,"F",480
"257142","David",1988,"F",250
"257154","James",1988,"F",244
"257255","Joseph",1988,"F",182
"257256","Robert",1988,"F",182
"257287","John",1988,"F",167
"257297","William",1988,"F",164
"257439","Richard",1988,"F",111
"257500","Charles",1988,"F",91
"258376","Michael",1988,"M",64116
"258381","David",1988,"M",35304
"258384","James",1988,"M",32490
"258385","Robert",1988,"M",30306
"258386","John",1988,"M",29390
"258387","Joseph",1988,"M",28997
"258391","William",1988,"M",24112
"258407","Richard",1988,"M",14136
"258412","Charles",1988,"M",12097
"259344","Mary",1988,"M",48
"259915","Mary",1989,"F",8642
"260442","Michael",1989,"F",363
"260708","James",1989,"F",176
"260777","David",1989,"F",148
"260808","Joseph",1989,"F",139
"260819","John",1989,"F",134
"260848","Robert",1989,"F",126
"260926","William",1989,"F",94
"261028","Richard",1989,"F",69
"261066","Charles",1989,"F",60
"261792","Michael",1989,"M",65374
"261796","David",1989,"M",35203
"261800","James",1989,"M",32695
"261801","Robert",1989,"M",30064
"261802","Joseph",1989,"M",29871
"261803","John",1989,"M",29836
"261806","William",1989,"M",24673
"261824","Richard",1989,"M",14133
"261827","Charles",1989,"M",12244
"262705","Mary",1989,"M",74
"263434","Mary",1990,"F",8664
"264083","Michael",1990,"F",277
"264379","David",1990,"F",120
"264393","James",1990,"F",115
"264418","Robert",1990,"F",109
"264501","Joseph",1990,"F",84
"264512","John",1990,"F",81
"264584","William",1990,"F",61
"264621","Richard",1990,"F",54
"264674","Charles",1990,"F",42
"265294","Michael",1990,"M",65274
"265299","David",1990,"M",33741
"265301","James",1990,"M",32344
"265303","Joseph",1990,"M",30122
"265305","John",1990,"M",29067
"265306","Robert",1990,"M",28864
"265309","William",1990,"M",24884
"265328","Richard",1990,"M",13575
"265331","Charles",1990,"M",11990
"266292","Mary",1990,"M",45
"266826","Mary",1991,"F",8756
"267495","Michael",1991,"F",267
"267855","James",1991,"F",95
"267857","David",1991,"F",94
"267873","Joseph",1991,"F",88
"267917","Robert",1991,"F",77
"267972","John",1991,"F",63
"268005","William",1991,"F",56
"268007","Richard",1991,"F",55
"268125","Charles",1991,"F",34
"268693","Michael",1991,"M",60781
"268699","James",1991,"M",30501
"268700","David",1991,"M",30414
"268701","Joseph",1991,"M",29835
"268702","John",1991,"M",27798
"268705","Robert",1991,"M",26827
"268711","William",1991,"M",23863
"268726","Richard",1991,"M",12550
"268730","Charles",1991,"M",11334
"269738","Mary",1991,"M",32
"270166","Mary",1992,"F",8452
"270858","Michael",1992,"F",258
"271136","David",1992,"F",117
"271271","James",1992,"F",70
"271280","Joseph",1992,"F",68
"271320","William",1992,"F",60
"271329","Robert",1992,"F",59
"271340","John",1992,"F",56
"271477","Charles",1992,"F",32
"271480","Richard",1992,"F",32
"272012","Michael",1992,"M",54377
"272020","James",1992,"M",28502
"272021","David",1992,"M",28403
"272022","Joseph",1992,"M",27886
"272025","John",1992,"M",26240
"272028","Robert",1992,"M",24086
"272031","William",1992,"M",23060
"272052","Richard",1992,"M",11326
"272054","Charles",1992,"M",10464
"273095","Mary",1992,"M",25
"273462","Mary",1993,"F",8110
"274201","Michael",1993,"F",222
"274512","David",1993,"F",89
"274552","James",1993,"F",75
"274580","Robert",1993,"F",70
"274583","John",1993,"F",69
"274591","Joseph",1993,"F",67
"274733","William",1993,"F",41
"274819","Charles",1993,"F",28
"274829","Richard",1993,"F",28
"275319","Michael",1993,"M",49553
"275329","David",1993,"M",27017
"275330","Joseph",1993,"M",27004
"275332","James",1993,"M",26249
"275334","John",1993,"M",24989
"275335","Robert",1993,"M",22444
"275336","William",1993,"M",22208
"275358","Richard",1993,"M",10227
"275362","Charles",1993,"M",9855
"276458","Mary",1993,"M",18
"276783","Mary",1994,"F",7746
"277580","Michael",1994,"F",191
"277867","Joseph",1994,"F",77
"277873","David",1994,"F",76
"277911","James",1994,"F",67
"277976","Robert",1994,"F",52
"277994","John",1994,"F",48
"278007","William",1994,"F",46
"278085","Richard",1994,"F",36
"278241","Charles",1994,"F",19
"278634","Michael",1994,"M",44465
"278644","Joseph",1994,"M",25723
"278646","David",1994,"M",24858
"278647","James",1994,"M",24764
"278648","John",1994,"M",24173
"278652","William",1994,"M",21486
"278654","Robert",1994,"M",20555
"278674","Richard",1994,"M",9513
"278676","Charles",1994,"M",9015
"279872","Mary",1994,"M",10
"280065","Mary",1995,"F",7433
"280914","Michael",1995,"F",167
"281166","David",1995,"F",70
"281202","Joseph",1995,"F",62
"281227","James",1995,"F",57
"281287","William",1995,"F",46
"281288","John",1995,"F",45
"281299","Robert",1995,"F",44
"281473","Charles",1995,"F",22
"281480","Richard",1995,"F",22
"281907","Michael",1995,"M",41403
"281918","Joseph",1995,"M",25337
"281919","John",1995,"M",23230
"281922","David",1995,"M",23029
"281923","James",1995,"M",22727
"281926","William",1995,"M",20153
"281928","Robert",1995,"M",18583
"281948","Richard",1995,"M",8782
"281950","Charles",1995,"M",8474
"283086","Mary",1995,"M",13
"283332","Mary",1996,"F",6942
"284202","Michael",1996,"F",157
"284474","David",1996,"F",62
"284476","James",1996,"F",62
"284513","Joseph",1996,"F",52
"284577","William",1996,"F",41
"284604","John",1996,"F",37
"284609","Robert",1996,"F",37
"284679","Richard",1996,"F",29
"284771","Charles",1996,"F",19
"285161","Michael",1996,"M",38364
"285172","Joseph",1996,"M",24744
"285173","David",1996,"M",22993
"285175","John",1996,"M",22164
"285177","James",1996,"M",21152
"285178","William",1996,"M",20538
"285183","Robert",1996,"M",17669
"285203","Charles",1996,"M",8247
"285205","Richard",1996,"M",8179
"286305","Mary",1996,"M",15
"286564","Mary",1997,"F",6626
"287473","Michael",1997,"F",142
"287765","Joseph",1997,"F",45
"287786","James",1997,"F",42
"287817","David",1997,"F",37
"287834","Robert",1997,"F",36
"287897","John",1997,"F",29
"287927","William",1997,"F",26
"288039","Richard",1997,"F",16
"288047","Charles",1997,"F",15
"288367","Michael",1997,"M",37543
"288378","Joseph",1997,"M",23581
"288380","David",1997,"M",21869
"288381","John",1997,"M",21369
"288383","James",1997,"M",20399
"288385","William",1997,"M",20006
"288389","Robert",1997,"M",16301
"288415","Charles",1997,"M",7655
"288417","Richard",1997,"M",7241
"289521","Mary",1997,"M",13
"289752","Mary",1998,"F",6429
"290685","Michael",1998,"F",128
"290951","Joseph",1998,"F",50
"290973","James",1998,"F",45
"290991","David",1998,"F",42
"291032","William",1998,"F",36
"291094","Robert",1998,"F",28
"291102","John",1998,"F",27
"291273","Richard",1998,"F",14
"291324","Charles",1998,"F",11
"291544","Michael",1998,"M",36613
"291554","Joseph",1998,"M",23170
"291556","David",1998,"M",20869
"291557","William",1998,"M",20825
"291558","John",1998,"M",20612
"291561","James",1998,"M",19682
"291566","Robert",1998,"M",15524
"291591","Charles",1998,"M",7846
"291598","Richard",1998,"M",6952
"292686","Mary",1998,"M",14
"292928","Mary",1999,"F",6359
"293877","Michael",1999,"F",123
"294148","Joseph",1999,"F",44
"294155","David",1999,"F",43
"294174","James",1999,"F",40
"294180","John",1999,"F",39
"294283","William",1999,"F",26
"294300","Robert",1999,"F",24
"294488","Richard",1999,"F",12
"294498","Charles",1999,"F",11
"294712","Michael",1999,"M",33905
"294718","Joseph",1999,"M",23203
"294724","William",1999,"M",20708
"294725","John",1999,"M",20338
"294726","David",1999,"M",20318
"294729","James",1999,"M",18550
"294736","Robert",1999,"M",14535
"294760","Charles",1999,"M",7524
"294771","Richard",1999,"M",6499
"295890","Mary",1999,"M",11
"296088","Mary",2000,"F",6182
"297060","Michael",2000,"F",114
"297305","David",2000,"F",44
"297327","James",2000,"F",40
"297346","William",2000,"F",38
"297431","John",2000,"F",27
"297471","Joseph",2000,"F",24
"297487","Robert",2000,"F",23
"297592","Charles",2000,"F",14
"297663","Richard",2000,"F",11
"297878","Michael",2000,"M",32025
"297884","Joseph",2000,"M",22818
"297887","William",2000,"M",20650
"297890","John",2000,"M",20081
"297892","David",2000,"M",19749
"297894","James",2000,"M",17974
"297905","Robert",2000,"M",13733
"297927","Charles",2000,"M",7524
"297941","Richard",2000,"M",6351
"299066","Mary",2000,"M",10
"299262","Mary",2001,"F",5724
"300286","Michael",2001,"F",96
"300474","James",2001,"F",42
"300483","David",2001,"F",41
"300560","John",2001,"F",32
"300600","Joseph",2001,"F",27
"300631","William",2001,"F",24
"300666","Robert",2001,"F",21
"300704","Charles",2001,"F",17
"300826","Richard",2001,"F",11
"301037","Michael",2001,"M",29675
"301043","Joseph",2001,"M",21994
"301045","William",2001,"M",20094
"301047","David",2001,"M",19330
"301049","John",2001,"M",18878
"301054","James",2001,"M",17066
"301065","Robert",2001,"M",12659
"301090","Charles",2001,"M",7282
"301108","Richard",2001,"M",5767
"302178","Mary",2001,"M",13
"302412","Mary",2002,"F",5450
"303428","Michael",2002,"F",95
"303636","David",2002,"F",38
"303652","Joseph",2002,"F",35
"303667","William",2002,"F",34
"303698","James",2002,"F",31
"303799","John",2002,"F",21
"303911","Robert",2002,"F",14
"303975","Richard",2002,"F",11
"304050","Charles",2002,"F",7
"304165","Michael",2002,"M",28242
"304170","Joseph",2002,"M",21887
"304174","William",2002,"M",20117
"304176","David",2002,"M",18662
"304180","John",2002,"M",17437
"304181","James",2002,"M",16951
"304197","Robert",2002,"M",12023
"304221","Charles",2002,"M",7203
"304240","Richard",2002,"M",5317
"305314","Mary",2002,"M",12
"305545","Mary",2003,"F",5009
"306556","Michael",2003,"F",94
"306798","James",2003,"F",34
"306816","William",2003,"F",32
"306818","David",2003,"F",31
"306820","Joseph",2003,"F",31
"306825","John",2003,"F",30
"306996","Robert",2003,"F",16
"307101","Richard",2003,"F",10
"307139","Charles",2003,"F",8
"307284","Michael",2003,"M",27107
"307289","Joseph",2003,"M",21349
"307293","William",2003,"M",19987
"307296","David",2003,"M",18602
"307299","John",2003,"M",17221
"307300","James",2003,"M",16888
"307317","Robert",2003,"M",11386
"307339","Charles",2003,"M",7692
"307368","Richard",2003,"M",5052
"308484","Mary",2003,"M",9
"308672","Mary",2004,"F",4803
"309546","Michael",2004,"F",148
"309626","William",2004,"F",111
"309657","Joseph",2004,"F",103
"309689","James",2004,"F",95
"309773","John",2004,"F",71
"309793","David",2004,"F",66
"309843","Charles",2004,"F",54
"309948","Robert",2004,"F",35
"310064","Richard",2004,"F",23
"310477","Michael",2004,"M",25438
"310483","William",2004,"M",20221
"310484","Joseph",2004,"M",20113
"310489","David",2004,"M",18372
"310492","James",2004,"M",16451
"310493","John",2004,"M",16436
"310511","Robert",2004,"M",10672
"310531","Charles",2004,"M",7648
"310567","Richard",2004,"M",4843
"311533","Mary",2004,"M",31
"312000","Mary",2005,"F",4447
"313099","Michael",2005,"F",61
"313208","John",2005,"F",37
"313214","Joseph",2005,"F",36
"313278","William",2005,"F",28
"313293","James",2005,"F",26
"313308","David",2005,"F",25
"313418","Robert",2005,"F",17
"313420","Charles",2005,"F",16
"313721","Richard",2005,"F",5
"313727","Michael",2005,"M",23795
"313734","Joseph",2005,"M",19195
"313736","William",2005,"M",19041
"313738","David",2005,"M",18097
"313742","James",2005,"M",16120
"313743","John",2005,"M",15758
"313762","Robert",2005,"M",10147
"313781","Charles",2005,"M",7924
"313819","Richard",2005,"M",4662
"314913","Mary",2005,"M",10
"315139","Mary",2006,"F",4081
"316228","Michael",2006,"F",64
"316292","James",2006,"F",46
"316348","John",2006,"F",35
"316381","David",2006,"F",30
"316391","Joseph",2006,"F",29
"316530","William",2006,"F",18
"316574","Charles",2006,"F",14
"316656","Robert",2006,"F",11
"316722","Richard",2006,"F",8
"316840","Michael",2006,"M",22625
"316848","William",2006,"M",18941
"316849","Joseph",2006,"M",18427
"316851","David",2006,"M",17610
"316854","James",2006,"M",16226
"316857","John",2006,"M",15153
"316885","Robert",2006,"M",9891
"316898","Charles",2006,"M",8005
"316937","Richard",2006,"M",4466
"318022","Mary",2006,"M",10
"318248","Mary",2007,"F",3673
"319370","Michael",2007,"F",51
"319451","James",2007,"F",33
"319493","Joseph",2007,"F",28
"319514","William",2007,"F",26
"319532","David",2007,"F",24
"319560","John",2007,"F",22
"319711","Charles",2007,"F",12
"319782","Robert",2007,"F",9
"319811","Richard",2007,"F",8
"319934","Michael",2007,"M",21964
"319940","William",2007,"M",18869
"319944","David",2007,"M",17515
"319945","Joseph",2007,"M",17314
"319947","James",2007,"M",15941
"319951","John",2007,"M",14423
"319979","Robert",2007,"M",9366
"319994","Charles",2007,"M",7448
"320032","Richard",2007,"M",4416
"321099","Mary",2007,"M",10
"321340","Mary",2008,"F",3490
"322424","Michael",2008,"F",55
"322547","James",2008,"F",32
"322563","Joseph",2008,"F",30
"322590","William",2008,"F",28
"322647","David",2008,"F",22
"322662","John",2008,"F",21
"322686","Charles",2008,"F",19
"322927","Robert",2008,"F",7
"323009","Richard",2008,"F",5
"323019","Michael",2008,"M",20590
"323024","William",2008,"M",18380
"323030","Joseph",2008,"M",16543
"323031","David",2008,"M",16299
"323034","James",2008,"M",15154
"323037","John",2008,"M",13307
"323066","Robert",2008,"M",8819
"323080","Charles",2008,"M",7276
"323125","Richard",2008,"M",4052
"324418","Mary",2009,"F",3154
"325497","James",2009,"F",51
"325551","Michael",2009,"F",41
"325723","Joseph",2009,"F",20
"325774","David",2009,"F",16
"325802","William",2009,"F",15
"325880","John",2009,"F",11
"325887","Robert",2009,"F",11
"325984","Richard",2009,"F",7
"326065","Michael",2009,"M",18909
"326067","William",2009,"M",17899
"326076","David",2009,"M",15420
"326077","Joseph",2009,"M",14895
"326080","James",2009,"M",14175
"326089","John",2009,"M",12100
"326117","Robert",2009,"M",7812
"326125","Charles",2009,"M",7277
"326176","Richard",2009,"M",3604
"327442","Mary",2010,"F",2862
"328578","Michael",2010,"F",37
"328630","James",2010,"F",29
"328663","David",2010,"F",25
"328691","William",2010,"F",23
"328786","Joseph",2010,"F",16
"328859","Robert",2010,"F",12
"328898","John",2010,"F",10
"328928","Charles",2010,"F",8
"329066","Richard",2010,"F",5
"329076","Michael",2010,"M",17308
"329078","William",2010,"M",17030
"329088","David",2010,"M",14171
"329092","James",2010,"M",13852
"329093","Joseph",2010,"M",13798
"329099","John",2010,"M",11539
"329127","Robert",2010,"M",7539
"329136","Charles",2010,"M",7090
"329200","Richard",2010,"M",3228
"330456","Mary",2011,"F",2701
"331589","Michael",2011,"F",36
"331630","James",2011,"F",30
"331651","William",2011,"F",28
"331706","Joseph",2011,"F",23
"331729","John",2011,"F",21
"331755","David",2011,"F",19
"331918","Charles",2011,"F",9
"331942","Robert",2011,"F",9
"332094","William",2011,"M",17314
"332097","Michael",2011,"M",16744
"332108","James",2011,"M",13227
"332109","David",2011,"M",13194
"332113","Joseph",2011,"M",12918
"332118","John",2011,"M",11020
"332152","Charles",2011,"M",6972
"332153","Robert",2011,"M",6952
"332218","Richard",2011,"M",3157
"333478","Mary",2012,"F",2565
"334666","James",2012,"F",28
"334681","Michael",2012,"F",27
"334767","William",2012,"F",19
"334771","David",2012,"F",18
"334810","Joseph",2012,"F",16
"334842","Charles",2012,"F",14
"334901","John",2012,"F",11
"335014","Robert",2012,"F",7
"335087","Richard",2012,"F",5
"335101","William",2012,"M",16844
"335103","Michael",2012,"M",16106
"335110","James",2012,"M",13385
"335115","Joseph",2012,"M",12503
"335116","David",2012,"M",12494
"335124","John",2012,"M",10593
"335157","Robert",2012,"M",6926
"335158","Charles",2012,"M",6920
"335220","Richard",2012,"M",3011
"336298","Mary",2012,"M",6
"336461","Mary",2013,"F",2632
"337575","Michael",2013,"F",39
"337649","James",2013,"F",28
"337735","Joseph",2013,"F",20
"337790","John",2013,"F",16
"337802","Charles",2013,"F",15
"337805","David",2013,"F",15
"337841","William",2013,"F",14
"337964","Robert",2013,"F",8
"338084","William",2013,"M",16570
"338086","Michael",2013,"M",15426
"338092","James",2013,"M",13502
"338097","David",2013,"M",12308
"338099","Joseph",2013,"M",12167
"338106","John",2013,"M",10670
"338136","Charles",2013,"M",6994
"338141","Robert",2013,"M",6679
"338219","Richard",2013,"M",2784
"339442","Mary",2014,"F",2611
"340547","James",2014,"F",42
"340582","Michael",2014,"F",35
"340683","William",2014,"F",23
"340781","Charles",2014,"F",15
"340806","John",2014,"F",14
"340823","David",2014,"F",13
"340995","Joseph",2014,"F",6
"341008","Robert",2014,"F",6
"341078","William",2014,"M",16687
"341080","Michael",2014,"M",15323
"341082","James",2014,"M",14301
"341091","David",2014,"M",12078
"341093","Joseph",2014,"M",11995
"341099","John",2014,"M",10600
"341124","Charles",2014,"M",7269
"341134","Robert",2014,"M",6572
"341214","Richard",2014,"M",2857
"342314","Mary",2014,"M",5
